,y_true,y_pred,precision,coverage,a0,a1,a2,a3,a4,a5,a6
1808,18,18,0.940677966101695,0.015,rainfall > 124.27,humidity > 89.95,20.00 < K <= 32.00,P <= 51.00,N <= 37.00,ph <= 6.43,25.60 < temperature <= 28.56
1809,18,18,0.9605911330049262,0.0171,rainfall > 124.27,P <= 28.00,N <= 37.00,humidity > 89.95,20.00 < K <= 49.00,temperature > 25.60,ph <= 5.97
1810,18,18,0.9867986798679867,0.0113,rainfall > 124.27,N <= 21.00,P <= 28.00,humidity > 89.95,20.00 < K <= 32.00,,
1811,18,18,0.9656652360515021,0.0322,rainfall > 124.27,P <= 28.00,N <= 37.00,humidity > 89.95,20.00 < K <= 49.00,temperature > 25.60,
1812,18,18,0.9698275862068966,0.0121,rainfall > 124.27,P <= 28.00,N <= 37.00,humidity > 80.47,20.00 < K <= 32.00,ph <= 5.97,
1813,18,18,0.986013986013986,0.0202,rainfall > 124.27,P <= 28.00,N <= 37.00,humidity > 80.47,20.00 < K <= 32.00,ph <= 6.43,temperature > 22.77
1814,18,18,0.9626666666666667,0.0141,rainfall > 124.27,humidity > 89.95,N <= 21.00,P <= 28.00,20.00 < K <= 49.00,temperature > 25.60,
1815,18,18,0.9585635359116023,0.0165,rainfall > 124.27,N <= 21.00,P <= 28.00,humidity > 89.95,20.00 < K <= 49.00,,
1816,18,18,0.9726027397260274,0.0248,rainfall > 124.27,P <= 28.00,N <= 37.00,humidity > 89.95,20.00 < K <= 32.00,,
1817,18,18,0.9550173010380623,0.0107,rainfall > 124.27,N <= 21.00,P <= 28.00,humidity > 80.47,20.00 < K <= 32.00,,
1818,18,18,0.953757225433526,0.0331,rainfall > 124.27,P <= 28.00,N <= 37.00,humidity > 89.95,20.00 < K <= 49.00,ph <= 6.43,
1819,18,18,0.984375,0.0227,rainfall > 124.27,P <= 28.00,N <= 37.00,humidity > 89.95,20.00 < K <= 32.00,,
1820,18,18,0.9699570815450643,0.024,rainfall > 124.27,P <= 28.00,N <= 37.00,humidity > 89.95,20.00 < K <= 32.00,,
1821,18,18,0.9903381642512077,0.0227,rainfall > 124.27,P <= 28.00,N <= 37.00,humidity > 89.95,20.00 < K <= 32.00,,
1822,18,18,0.979253112033195,0.0166,rainfall > 124.27,P <= 28.00,N <= 21.00,humidity > 89.95,20.00 < K <= 49.00,,
1823,18,18,0.9507692307692308,0.0156,rainfall > 124.27,P <= 28.00,N <= 37.00,humidity > 89.95,20.00 < K <= 49.00,temperature > 25.60,ph <= 5.97
1824,18,18,0.9885057471264368,0.0106,rainfall > 124.27,P <= 28.00,N <= 21.00,humidity > 89.95,20.00 < K <= 32.00,,
1825,18,18,0.9888059701492538,0.0229,rainfall > 124.27,P <= 28.00,N <= 37.00,humidity > 89.95,20.00 < K <= 32.00,,
1826,18,18,0.7738791423001949,0.0368,rainfall > 124.27,humidity > 89.95,P <= 28.00,N <= 84.25,20.00 < K <= 49.00,ph <= 6.43,temperature > 25.60
1827,18,18,0.9511111111111111,0.0152,rainfall > 124.27,P <= 28.00,N <= 21.00,humidity > 89.95,20.00 < K <= 49.00,,
1828,18,18,0.9775784753363229,0.0104,rainfall > 124.27,N <= 21.00,P <= 28.00,humidity > 80.47,20.00 < K <= 32.00,,
1829,18,18,0.9626556016597511,0.0343,rainfall > 124.27,N <= 37.00,P <= 28.00,humidity > 89.95,20.00 < K <= 49.00,ph <= 6.43,
1830,18,18,0.9752321981424149,0.0118,rainfall > 124.27,N <= 21.00,P <= 28.00,humidity > 89.95,20.00 < K <= 32.00,,
1831,18,18,0.9926470588235294,0.025,rainfall > 124.27,P <= 28.00,N <= 37.00,humidity > 89.95,20.00 < K <= 32.00,,
1832,18,18,0.8683068017366136,0.0193,rainfall > 124.27,P <= 28.00,humidity > 89.95,20.00 < K <= 32.00,N <= 84.25,temperature > 25.60,ph <= 6.43
1833,18,18,0.9601328903654485,0.015,rainfall > 124.27,N <= 21.00,P <= 28.00,humidity > 89.95,20.00 < K <= 49.00,ph <= 6.43,
1834,18,18,0.9448529411764706,0.0276,rainfall > 124.27,N <= 37.00,P <= 28.00,humidity > 89.95,20.00 < K <= 49.00,temperature > 25.60,ph <= 6.43
1835,18,18,0.9638009049773756,0.0328,rainfall > 124.27,P <= 28.00,N <= 37.00,humidity > 89.95,20.00 < K <= 49.00,temperature > 25.60,
1836,18,18,0.9738805970149254,0.0293,rainfall > 124.27,humidity > 89.95,P <= 28.00,N <= 37.00,20.00 < K <= 49.00,temperature > 25.60,
1837,18,18,0.9916666666666667,0.0189,rainfall > 124.27,P <= 28.00,N <= 37.00,humidity > 89.95,K <= 49.00,ph <= 5.97,
1838,18,18,0.9857142857142858,0.0237,rainfall > 124.27,P <= 28.00,N <= 37.00,humidity > 89.95,20.00 < K <= 32.00,,
1839,18,18,0.9567430025445293,0.0184,rainfall > 124.27,P <= 28.00,N <= 21.00,humidity > 89.95,20.00 < K <= 49.00,,
1840,18,18,0.9769230769230769,0.0246,rainfall > 124.27,P <= 28.00,N <= 37.00,humidity > 89.95,20.00 < K <= 32.00,,
1841,18,18,0.8923512747875354,0.0115,rainfall > 124.27,humidity > 89.95,P <= 28.00,N <= 84.25,20.00 < K <= 32.00,temperature > 25.60,ph <= 5.97
1842,18,18,0.9907407407407407,0.0053,rainfall > 124.27,P <= 28.00,N <= 21.00,humidity > 89.95,20.00 < K <= 49.00,temperature > 28.56,
1843,18,18,0.8519362186788155,0.0387,rainfall > 124.27,humidity > 89.95,N <= 37.00,P <= 51.00,ph <= 6.43,20.00 < K <= 49.00,temperature > 22.77
1844,18,18,0.9692307692307692,0.0221,rainfall > 124.27,P <= 28.00,N <= 37.00,humidity > 89.95,20.00 < K <= 32.00,,
1845,18,18,0.872113676731794,0.0208,rainfall > 124.27,P <= 28.00,humidity > 89.95,20.00 < K <= 32.00,N <= 84.25,temperature > 25.60,ph <= 6.43
1846,18,18,0.9585987261146497,0.0333,rainfall > 124.27,P <= 28.00,N <= 37.00,humidity > 89.95,20.00 < K <= 49.00,temperature > 25.60,
1847,18,18,0.9642857142857143,0.0117,rainfall > 124.27,N <= 21.00,P <= 28.00,humidity > 80.47,20.00 < K <= 32.00,,
1848,18,18,0.9698275862068966,0.0323,rainfall > 124.27,humidity > 89.95,P <= 28.00,N <= 37.00,20.00 < K <= 49.00,temperature > 25.60,
1849,18,18,0.958904109589041,0.035,rainfall > 124.27,P <= 28.00,N <= 37.00,humidity > 89.95,20.00 < K <= 49.00,ph <= 6.43,
1850,18,18,0.9796954314720813,0.0118,rainfall > 124.27,P <= 28.00,N <= 21.00,humidity > 80.47,20.00 < K <= 32.00,,
1851,18,18,0.9554973821989529,0.0173,rainfall > 124.27,N <= 21.00,P <= 28.00,humidity > 89.95,20.00 < K <= 49.00,,
1852,18,18,0.9591836734693877,0.0181,rainfall > 124.27,P <= 28.00,N <= 21.00,humidity > 89.95,20.00 < K <= 49.00,ph <= 6.43,
1853,18,18,0.952076677316294,0.0337,rainfall > 124.27,humidity > 89.95,P <= 28.00,N <= 37.00,20.00 < K <= 49.00,temperature > 25.60,
1854,18,18,0.7649635036496351,0.0248,rainfall > 124.27,humidity > 89.95,20.00 < K <= 32.00,P <= 51.00,N <= 84.25,ph <= 6.43,temperature > 25.60
1855,18,18,0.9760956175298805,0.0237,rainfall > 124.27,P <= 28.00,N <= 37.00,humidity > 89.95,20.00 < K <= 32.00,,
1856,18,18,0.9688473520249221,0.0161,rainfall > 124.27,P <= 28.00,N <= 21.00,humidity > 89.95,20.00 < K <= 49.00,,
1857,18,18,0.9605911330049262,0.0091,rainfall > 124.27,humidity > 89.95,20.00 < K <= 32.00,N <= 21.00,P <= 51.00,temperature > 25.60,ph <= 5.97
1858,18,18,0.9688888888888889,0.0232,rainfall > 124.27,humidity > 89.95,P <= 28.00,N <= 37.00,20.00 < K <= 32.00,,
1859,18,18,0.983957219251337,0.0356,rainfall > 124.27,humidity > 89.95,P <= 28.00,N <= 37.00,K > 20.00,,
1860,18,18,0.9838709677419355,0.0313,rainfall > 124.27,humidity > 89.95,20.00 < K <= 32.00,,,,
1861,18,18,0.8571428571428571,0.0356,rainfall > 124.27,humidity > 89.95,N <= 37.00,P <= 51.00,20.00 < K <= 49.00,temperature > 25.60,ph <= 6.43
1862,18,18,0.9520958083832335,0.0124,rainfall > 124.27,humidity > 89.95,20.00 < K <= 32.00,N <= 21.00,P <= 51.00,temperature > 25.60,
1863,18,18,0.9620535714285714,0.0165,rainfall > 124.27,P <= 28.00,N <= 21.00,humidity > 89.95,20.00 < K <= 49.00,,
1864,18,18,0.9518599562363238,0.0167,rainfall > 124.27,P <= 28.00,N <= 21.00,humidity > 89.95,20.00 < K <= 49.00,,
1865,18,18,1,0.0097,rainfall > 124.27,N <= 21.00,P <= 28.00,humidity > 89.95,20.00 < K <= 32.00,,
1866,18,18,0.9662447257383966,0.0239,rainfall > 124.27,P <= 28.00,N <= 37.00,humidity > 89.95,20.00 < K <= 32.00,,
1867,18,18,0.9897959183673469,0.0113,rainfall > 124.27,N <= 21.00,P <= 28.00,humidity > 89.95,20.00 < K <= 32.00,,
1868,18,18,0.9830508474576272,0.0096,rainfall > 124.27,P <= 28.00,N <= 21.00,humidity > 89.95,20.00 < K <= 32.00,,
1869,18,18,0.9515738498789347,0.0175,rainfall > 124.27,P <= 28.00,N <= 21.00,humidity > 89.95,20.00 < K <= 49.00,,
1870,18,18,0.9693486590038314,0.0243,rainfall > 124.27,P <= 28.00,N <= 37.00,humidity > 89.95,20.00 < K <= 32.00,,
1871,18,18,0.968503937007874,0.016,rainfall > 124.27,P <= 28.00,N <= 21.00,humidity > 89.95,20.00 < K <= 49.00,ph <= 6.43,
1872,18,18,0.9337349397590361,0.0228,rainfall > 124.27,humidity > 89.95,N <= 37.00,P <= 51.00,20.00 < K <= 32.00,temperature > 25.60,ph <= 6.43
1873,18,18,0.9473684210526315,0.0124,rainfall > 124.27,P <= 28.00,N <= 37.00,humidity > 89.95,20.00 < K <= 49.00,ph <= 5.97,25.60 < temperature <= 28.56
1874,18,18,0.979381443298969,0.0105,rainfall > 124.27,P <= 28.00,N <= 21.00,humidity > 89.95,20.00 < K <= 32.00,,
1875,18,18,0.9370629370629371,0.0252,rainfall > 124.27,P <= 28.00,humidity > 89.95,20.00 < K <= 32.00,N <= 84.25,ph <= 6.43,temperature > 22.77
1876,18,18,0.9680589680589681,0.0228,rainfall > 124.27,N <= 37.00,P <= 28.00,humidity > 89.95,20.00 < K <= 32.00,,
1877,18,18,0.9104477611940298,0.0225,rainfall > 124.27,P <= 28.00,humidity > 89.95,20.00 < K <= 32.00,N <= 84.25,ph <= 6.43,temperature > 25.60
1878,18,18,0.9628647214854111,0.016,rainfall > 124.27,P <= 28.00,N <= 21.00,humidity > 89.95,20.00 < K <= 49.00,,
1879,18,18,0.9535603715170279,0.0364,rainfall > 124.27,P <= 28.00,N <= 37.00,humidity > 89.95,20.00 < K <= 49.00,,
1880,18,18,0.8891509433962265,0.0348,rainfall > 124.27,humidity > 89.95,N <= 37.00,P <= 51.00,20.00 < K <= 49.00,ph <= 6.43,temperature > 25.60
1881,18,18,0.94,0.0142,rainfall > 124.27,humidity > 89.95,N <= 21.00,P <= 51.00,20.00 < K <= 32.00,temperature > 22.77,ph <= 6.43
1882,18,18,0.952191235059761,0.0344,rainfall > 124.27,P <= 28.00,N <= 37.00,humidity > 89.95,20.00 < K <= 49.00,ph <= 6.43,
1883,18,18,1,0.0299,rainfall > 124.27,humidity > 89.95,20.00 < K <= 32.00,,,,
1884,18,18,1,0.0304,rainfall > 124.27,humidity > 89.95,20.00 < K <= 32.00,,,,
1885,18,18,0.9845679012345679,0.0235,rainfall > 124.27,P <= 28.00,N <= 37.00,humidity > 89.95,20.00 < K <= 32.00,,
1886,18,18,0.9666666666666667,0.0128,rainfall > 124.27,N <= 21.00,P <= 28.00,humidity > 89.95,20.00 < K <= 49.00,temperature > 25.60,
1887,18,18,0.9645776566757494,0.0139,rainfall > 124.27,humidity > 89.95,N <= 21.00,P <= 28.00,20.00 < K <= 49.00,,
1888,18,18,0.96,0.0182,rainfall > 124.27,P <= 28.00,N <= 21.00,humidity > 89.95,20.00 < K <= 49.00,,
1889,18,18,0.9621451104100947,0.0231,rainfall > 124.27,P <= 28.00,humidity > 89.95,N <= 84.25,20.00 < K <= 32.00,temperature > 25.60,
1890,18,18,0.9506172839506173,0.0105,rainfall > 124.27,P <= 28.00,N <= 37.00,humidity > 89.95,20.00 < K <= 49.00,22.77 < temperature <= 28.56,5.97 < ph <= 6.92
1891,18,18,0.9716981132075472,0.0108,rainfall > 124.27,N <= 21.00,P <= 28.00,humidity > 80.47,20.00 < K <= 32.00,,
1892,18,18,0.9510703363914373,0.0146,rainfall > 124.27,humidity > 89.95,N <= 21.00,P <= 28.00,20.00 < K <= 49.00,temperature > 22.77,
1893,18,18,0.9776785714285714,0.0253,rainfall > 124.27,P <= 28.00,N <= 37.00,humidity > 89.95,20.00 < K <= 32.00,,
1894,18,18,0.952191235059761,0.024,rainfall > 124.27,P <= 28.00,N <= 37.00,humidity > 80.47,20.00 < K <= 32.00,,
1895,18,18,0.9636363636363636,0.0355,rainfall > 124.27,humidity > 89.95,P <= 28.00,N <= 37.00,20.00 < K <= 49.00,,
1896,18,18,0.9767441860465116,0.0254,rainfall > 124.27,P <= 28.00,N <= 37.00,humidity > 89.95,20.00 < K <= 32.00,,
1897,18,18,0.968944099378882,0.0153,rainfall > 124.27,P <= 28.00,N <= 37.00,humidity > 89.95,K <= 49.00,ph <= 5.97,
1898,18,18,0.9512195121951219,0.0177,rainfall > 124.27,P <= 28.00,N <= 37.00,humidity > 89.95,K <= 49.00,ph <= 5.97,
1899,18,18,0.9922480620155039,0.0084,rainfall > 124.27,P <= 28.00,N <= 21.00,humidity > 89.95,K <= 49.00,ph <= 5.97,
1900,19,19,0.9051546391752577,0.0151,N > 84.25,K <= 32.00,rainfall <= 94.87,P <= 51.00,humidity > 60.26,ph > 6.43,22.77 < temperature <= 25.60
1901,19,19,0.9591078066914498,0.0058,N > 84.25,K <= 20.00,80.47 < humidity <= 89.95,rainfall <= 94.87,P <= 51.00,ph > 6.43,
1902,19,19,0.9571428571428572,0.0122,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 51.00,temperature <= 25.60,humidity > 60.26,ph > 6.43
1903,19,19,0.9060150375939849,0.0256,N > 84.25,K <= 32.00,rainfall <= 94.87,P <= 51.00,humidity > 60.26,ph > 6.43,
1904,19,19,0.9356913183279743,0.0095,N > 84.25,K <= 32.00,rainfall <= 94.87,P <= 51.00,80.47 < humidity <= 89.95,22.77 < temperature <= 25.60,
1905,19,19,0.9522292993630573,0.0053,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 51.00,temperature <= 25.60,humidity > 80.47,
1906,19,19,0.8745704467353952,0.0028,N > 84.25,K <= 20.00,rainfall <= 124.27,P <= 51.00,humidity > 80.47,ph > 6.92,temperature > 22.77
1907,19,19,0.9694323144104804,0.0007,N > 84.25,rainfall <= 64.55,K <= 32.00,P <= 51.00,humidity > 60.26,temperature <= 22.77,
1908,19,19,0.9521739130434783,0.0077,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 51.00,humidity > 60.26,ph > 6.92,
1909,19,19,0.8353741496598639,0.0469,N > 84.25,K <= 32.00,rainfall <= 94.87,P <= 68.00,humidity > 60.26,temperature <= 25.60,
1910,19,19,0.9523809523809523,0.0116,N > 84.25,K <= 32.00,rainfall <= 94.87,P <= 51.00,humidity > 80.47,temperature <= 25.60,
1911,19,19,0.9233226837060703,0.0113,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 68.00,humidity > 80.47,temperature <= 25.60,
1912,19,19,0.9536231884057971,0.0144,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 51.00,60.26 < humidity <= 89.95,22.77 < temperature <= 25.60,ph > 5.97
1913,19,19,0.9753694581280788,0.0116,N > 84.25,K <= 32.00,rainfall <= 94.87,P <= 51.00,80.47 < humidity <= 89.95,,
1914,19,19,0.9531914893617022,0.0128,N > 84.25,K <= 32.00,rainfall <= 94.87,P <= 51.00,80.47 < humidity <= 89.95,,
1915,19,19,0.9726027397260274,0.0037,N > 84.25,K <= 20.00,rainfall <= 64.55,P <= 51.00,temperature <= 25.60,,
1916,19,19,0.975,0.0055,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 51.00,temperature <= 25.60,humidity > 80.47,
1917,19,19,0.9528487229862476,0.0196,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 51.00,temperature <= 25.60,humidity > 60.26,
1918,19,19,0.9132530120481928,0.0086,N > 84.25,K <= 32.00,rainfall <= 94.87,P <= 51.00,humidity > 60.26,ph > 6.92,22.77 < temperature <= 25.60
1919,19,19,0.8677165354330708,0.009,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 68.00,60.26 < humidity <= 89.95,22.77 < temperature <= 28.56,ph > 6.92
1920,19,19,0.779134295227525,0.0052,N > 84.25,K <= 32.00,rainfall <= 124.27,humidity > 80.47,P <= 51.00,ph > 6.92,22.77 < temperature <= 28.56
1921,19,1,0.7067381316998469,0.001,N > 84.25,K <= 20.00,51.00 < P <= 68.00,64.55 < rainfall <= 124.27,25.60 < temperature <= 28.56,60.26 < humidity <= 89.95,ph <= 6.92
1922,19,19,0.9413265306122449,0.0029,N > 84.25,K <= 32.00,rainfall <= 94.87,P <= 51.00,humidity > 80.47,temperature <= 22.77,ph > 5.97
1923,19,19,0.9617021276595744,0.0005,N > 84.25,K <= 32.00,rainfall <= 94.87,P <= 51.00,humidity > 80.47,temperature <= 22.77,ph > 6.92
1924,19,19,0.7698042870456664,0.0056,N > 84.25,K <= 32.00,rainfall <= 124.27,ph > 6.92,P <= 51.00,humidity > 80.47,temperature > 22.77
1925,19,1,0.7987927565392354,0.0003,N > 84.25,20.00 < K <= 32.00,51.00 < P <= 68.00,60.26 < humidity <= 89.95,64.55 < rainfall <= 124.27,5.97 < ph <= 6.43,22.77 < temperature <= 25.60
1926,19,19,0.9742647058823529,0.0074,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 51.00,temperature <= 25.60,humidity > 80.47,
1927,19,19,0.9473684210526315,0.0147,N > 84.25,K <= 32.00,rainfall <= 94.87,P <= 51.00,humidity > 60.26,ph > 6.92,
1928,19,19,0.9581881533101045,0.0064,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 51.00,temperature <= 25.60,humidity > 80.47,
1929,19,19,0.96875,0.0074,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 51.00,humidity > 60.26,ph > 6.92,
1930,19,19,0.9383561643835616,0.0124,N > 84.25,K <= 32.00,rainfall <= 94.87,P <= 51.00,humidity > 60.26,temperature <= 25.60,ph > 6.92
1931,19,19,0.8919491525423728,0.0241,N > 84.25,K <= 32.00,rainfall <= 94.87,P <= 51.00,humidity > 60.26,22.77 < temperature <= 25.60,
1932,19,19,0.9434523809523809,0.0102,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 68.00,humidity > 80.47,temperature <= 25.60,ph > 5.97
1933,19,19,0.82,0.0101,N > 84.25,K <= 20.00,rainfall <= 124.27,P <= 51.00,humidity > 60.26,ph > 6.92,temperature <= 28.56
1934,19,19,0.9435483870967742,0.0076,N > 84.25,K <= 20.00,80.47 < humidity <= 89.95,rainfall <= 94.87,P <= 68.00,ph > 6.43,22.77 < temperature <= 25.60
1935,19,19,0.9535864978902954,0.0086,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 51.00,ph > 6.92,humidity > 60.26,
1936,19,19,0.9512195121951219,0.0059,N > 84.25,K <= 32.00,rainfall <= 94.87,P <= 51.00,humidity > 60.26,temperature <= 22.77,ph > 6.43
1937,19,19,0.953810623556582,0.0198,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 51.00,temperature <= 25.60,humidity > 60.26,ph > 5.97
1938,19,19,0.9048723897911833,0.023,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 68.00,humidity > 60.26,22.77 < temperature <= 25.60,ph > 5.97
1939,19,19,0.9795918367346939,0.0026,N > 84.25,K <= 20.00,rainfall <= 64.55,P <= 51.00,temperature <= 25.60,,
1940,19,19,0.9725274725274725,0.0073,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 51.00,temperature <= 25.60,humidity > 80.47,
1941,19,19,0.9147465437788018,0.0052,N > 84.25,K <= 32.00,rainfall <= 94.87,P <= 51.00,humidity > 80.47,temperature <= 25.60,ph > 6.92
1942,19,19,0.9597701149425287,0.0081,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 51.00,80.47 < humidity <= 89.95,,
1943,19,19,0.7949029126213593,0.0071,N > 84.25,K <= 32.00,rainfall <= 124.27,P <= 51.00,humidity > 80.47,ph > 6.92,
1944,19,19,0.9513274336283186,0.0188,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 51.00,temperature <= 25.60,humidity > 60.26,
1945,19,19,0.917981072555205,0.0025,N > 84.25,K <= 32.00,rainfall <= 94.87,P <= 51.00,humidity > 60.26,temperature <= 22.77,ph > 6.92
1946,19,19,0.9741379310344828,0.0142,N > 84.25,K <= 20.00,P <= 51.00,rainfall <= 94.87,humidity > 60.26,temperature <= 25.60,ph > 6.43
1947,19,19,0.9135802469135802,0.0137,N > 84.25,K <= 32.00,rainfall <= 94.87,P <= 51.00,humidity > 60.26,ph > 6.92,temperature <= 25.60
1948,19,19,0.9726775956284153,0.0072,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 51.00,humidity > 80.47,temperature <= 25.60,
1949,19,19,0.9609756097560975,0.0079,N > 84.25,K <= 20.00,rainfall <= 94.87,28.00 < P <= 51.00,temperature <= 25.60,humidity > 60.26,ph > 6.92
1950,19,19,0.9428007889546351,0.0201,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 51.00,60.26 < humidity <= 89.95,temperature <= 28.56,
1951,19,19,0.9576271186440678,0.0073,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 51.00,temperature <= 25.60,humidity > 60.26,ph > 6.92
1952,19,19,0.9488188976377953,0.015,N > 84.25,K <= 20.00,P <= 51.00,rainfall <= 94.87,humidity > 60.26,22.77 < temperature <= 25.60,
1953,19,19,0.939799331103679,0.001,N > 84.25,rainfall <= 64.55,K <= 32.00,P <= 51.00,humidity > 60.26,temperature <= 25.60,ph <= 6.43
1954,19,19,0.9636363636363636,0.0077,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 51.00,temperature <= 25.60,humidity > 80.47,
1955,19,19,0.9831223628691983,0.0061,N > 84.25,K <= 20.00,64.55 < rainfall <= 94.87,P <= 51.00,humidity > 80.47,,
1956,19,19,0.9134396355353075,0.0242,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 68.00,60.26 < humidity <= 89.95,22.77 < temperature <= 25.60,
1957,19,19,0.851520572450805,0.007,N > 84.25,K <= 20.00,rainfall <= 124.27,P <= 51.00,humidity > 80.47,temperature > 22.77,
1958,19,19,0.9212410501193318,0.0281,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 68.00,humidity > 60.26,temperature <= 25.60,ph > 5.97
1959,19,19,0.7956403269754768,0.0099,N > 84.25,K <= 32.00,rainfall <= 124.27,humidity > 80.47,P <= 51.00,ph > 6.43,temperature > 22.77
1960,19,19,0.9086538461538461,0.0145,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 68.00,humidity > 80.47,temperature <= 25.60,
1961,19,19,0.9531772575250836,0.0089,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 51.00,temperature <= 25.60,humidity > 80.47,
1962,19,19,0.9150197628458498,0.0138,N > 84.25,K <= 32.00,rainfall <= 94.87,P <= 51.00,humidity > 60.26,ph > 6.92,temperature <= 28.56
1963,19,19,0.9475806451612904,0.0233,N > 84.25,K <= 32.00,rainfall <= 94.87,28.00 < P <= 51.00,humidity > 60.26,ph > 6.43,
1964,19,19,0.9551282051282052,0.0031,N > 84.25,K <= 20.00,rainfall <= 64.55,P <= 51.00,humidity <= 89.95,,
1965,19,19,0.9156626506024096,0.0137,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 68.00,humidity > 80.47,temperature <= 25.60,
1966,19,19,0.8365019011406845,0.0448,N > 84.25,K <= 32.00,rainfall <= 94.87,humidity > 60.26,P <= 68.00,temperature <= 28.56,ph > 5.97
1967,19,19,0.8910714285714286,0.0312,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 68.00,humidity > 60.26,temperature <= 25.60,
1968,19,19,0.9916666666666667,0.0018,N > 84.25,K <= 20.00,rainfall <= 64.55,P <= 51.00,ph > 6.92,,
1969,19,19,0.9627659574468085,0.0037,N > 84.25,K <= 20.00,humidity > 80.47,rainfall <= 94.87,P <= 51.00,ph > 6.92,
1970,19,19,0.9570200573065902,0.0023,N > 84.25,K <= 20.00,rainfall <= 64.55,P <= 68.00,60.26 < humidity <= 80.47,22.77 < temperature <= 28.56,
1971,19,19,0.8940677966101694,0.0014,N > 84.25,K <= 32.00,rainfall <= 94.87,P <= 51.00,humidity > 60.26,temperature <= 25.60,ph <= 5.97
1972,19,19,0.8849557522123894,0.0307,N > 84.25,K <= 32.00,rainfall <= 94.87,P <= 51.00,humidity > 60.26,temperature <= 25.60,ph > 5.97
1973,19,19,0.8464849354375896,0.0207,N > 84.25,K <= 20.00,P <= 51.00,rainfall <= 124.27,humidity > 60.26,ph > 5.97,
1974,19,19,0.9021956087824351,0.0024,N > 84.25,K <= 32.00,rainfall <= 94.87,P <= 51.00,humidity > 60.26,temperature <= 22.77,ph > 6.92
1975,19,19,0.893491124260355,0.0094,N > 84.25,K <= 20.00,80.47 < humidity <= 89.95,rainfall <= 94.87,P <= 68.00,22.77 < temperature <= 28.56,ph > 6.43
1976,19,19,0.888030888030888,0.0077,N > 84.25,K <= 20.00,80.47 < humidity <= 89.95,rainfall <= 94.87,P <= 68.00,22.77 < temperature <= 28.56,5.97 < ph <= 6.92
1977,19,19,0.9109730848861284,0.0045,N > 84.25,K <= 20.00,80.47 < humidity <= 89.95,rainfall <= 94.87,P <= 68.00,22.77 < temperature <= 28.56,ph > 6.92
1978,19,19,0.7979568671963677,0.0238,N > 84.25,K <= 20.00,rainfall <= 124.27,P <= 51.00,humidity > 60.26,,
1979,19,19,0.9673202614379085,0.0029,N > 84.25,rainfall <= 64.55,K <= 32.00,28.00 < P <= 51.00,humidity > 60.26,temperature <= 28.56,
1980,19,19,0.9189765458422174,0.0165,N > 84.25,K <= 32.00,rainfall <= 94.87,P <= 51.00,humidity > 60.26,temperature <= 25.60,ph > 6.92
1981,19,19,0.9545454545454546,0.0123,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 68.00,humidity > 60.26,temperature <= 25.60,ph > 6.92
1982,19,19,0.7717690192483959,0.0313,N > 84.25,K <= 20.00,rainfall <= 124.27,P <= 68.00,humidity > 60.26,temperature <= 28.56,ph > 5.97
1983,19,19,0.9130434782608695,0.0156,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 68.00,60.26 < humidity <= 89.95,22.77 < temperature <= 25.60,ph > 6.43
1984,19,19,0.910958904109589,0.0096,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 68.00,80.47 < humidity <= 89.95,22.77 < temperature <= 25.60,
1985,19,19,0.9511627906976744,0.0211,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 51.00,temperature <= 25.60,humidity > 60.26,
1986,19,19,0.9769230769230769,0.0129,N > 84.25,K <= 32.00,rainfall <= 94.87,P <= 51.00,80.47 < humidity <= 89.95,,
1987,19,19,0.9267015706806283,0.0148,N > 84.25,K <= 32.00,rainfall <= 94.87,P <= 51.00,humidity > 60.26,temperature <= 25.60,ph > 6.92
