,y_true,y_pred,precision,coverage,a0,a1,a2,a3
901,2,2,0.6010332950631458,0.0143,alcohol <= 9.50,residual_sugar <= 4.10,density <= 0.99,
501,0,2,0.7126637554585152,0.0143,fixed_acidity > 13.12,alcohol > 12.60,residual_sugar > 7.55,0.99 < density <= 1.00
932,2,1,0.7429519071310116,0.0142,7.55 < residual_sugar <= 11.50,alcohol <= 12.60,7.10 < fixed_acidity <= 10.40,1.00 < density <= 1.00
460,2,1,0.7366737739872068,0.0142,residual_sugar > 4.10,9.50 < alcohol <= 11.00,10.40 < fixed_acidity <= 13.12,0.99 < density <= 1.00
718,2,2,0.9136690647482014,0.0141,residual_sugar > 11.50,fixed_acidity > 13.12,alcohol > 12.60,density <= 1.00
591,2,0,0.7032181168057211,0.0141,alcohol > 11.00,residual_sugar <= 4.10,fixed_acidity > 13.12,1.00 < density <= 1.00
139,0,2,0.7533952823445318,0.0141,alcohol > 12.60,fixed_acidity > 13.12,residual_sugar <= 4.10,density > 0.99
799,0,2,0.8447867298578199,0.014,alcohol <= 9.50,residual_sugar <= 4.10,10.40 < fixed_acidity <= 13.12,density <= 1.00
669,2,0,0.6235385814497272,0.0139,residual_sugar <= 4.10,9.50 < alcohol <= 12.60,fixed_acidity > 10.40,density <= 0.99
259,1,0,0.7127771911298838,0.0139,alcohol > 12.60,fixed_acidity <= 10.40,4.10 < residual_sugar <= 11.50,0.99 < density <= 1.00
728,1,1,0.5178885630498534,0.0138,alcohol <= 9.50,fixed_acidity <= 7.10,density > 1.00,residual_sugar <= 7.55
155,1,1,0.5178378378378379,0.0138,7.10 < fixed_acidity <= 10.40,11.00 < alcohol <= 12.60,density <= 0.99,residual_sugar <= 11.50
918,2,2,0.6466836734693877,0.0137,alcohol <= 11.00,residual_sugar <= 4.10,fixed_acidity > 10.40,0.99 < density <= 1.00
753,1,2,0.6204863669859986,0.0137,residual_sugar > 7.55,alcohol > 12.60,fixed_acidity <= 7.10,density <= 1.00
224,2,2,0.5981651376146789,0.0136,alcohol > 12.60,residual_sugar > 7.55,fixed_acidity <= 7.10,density <= 1.00
777,0,0,0.767578125,0.0135,alcohol > 12.60,7.10 < fixed_acidity <= 10.40,residual_sugar > 7.55,density > 1.00
555,2,2,0.5133657351154314,0.0135,alcohol <= 9.50,fixed_acidity > 13.12,0.99 < density <= 1.00,
221,0,0,0.7470703125,0.0135,alcohol > 12.60,7.10 < fixed_acidity <= 10.40,residual_sugar > 7.55,density > 1.00
943,0,0,0.7187864644107351,0.0133,alcohol > 12.60,fixed_acidity <= 10.40,4.10 < residual_sugar <= 11.50,0.99 < density <= 1.00
136,1,2,0.5359435173299102,0.0132,7.55 < residual_sugar <= 11.50,11.00 < alcohol <= 12.60,fixed_acidity <= 7.10,
765,0,2,0.9483282674772037,0.0131,residual_sugar > 11.50,alcohol > 12.60,fixed_acidity > 13.12,density <= 1.00
601,2,0,0.5934640522875817,0.0131,alcohol > 12.60,7.55 < residual_sugar <= 11.50,density <= 0.99,7.10 < fixed_acidity <= 13.12
438,0,2,0.47361809045226133,0.013,7.55 < residual_sugar <= 11.50,alcohol > 9.50,fixed_acidity <= 7.10,density <= 0.99
889,0,2,0.7306772908366533,0.0129,alcohol <= 11.00,residual_sugar <= 4.10,10.40 < fixed_acidity <= 13.12,0.99 < density <= 1.00
399,2,2,0.42243116185359303,0.0129,4.10 < residual_sugar <= 7.55,density <= 0.99,7.10 < fixed_acidity <= 10.40,alcohol <= 12.60
371,1,2,0.7182100132919805,0.0129,alcohol > 12.60,fixed_acidity > 13.12,residual_sugar <= 4.10,density <= 1.00
292,0,2,0.7053291536050157,0.0129,alcohol <= 11.00,residual_sugar <= 4.10,7.10 < fixed_acidity <= 13.12,0.99 < density <= 1.00
130,0,2,0.6240768094534712,0.0129,residual_sugar > 7.55,alcohol > 12.60,fixed_acidity <= 7.10,0.99 < density <= 1.00
670,2,2,0.690547263681592,0.0128,alcohol <= 11.00,residual_sugar <= 4.10,7.10 < fixed_acidity <= 13.12,0.99 < density <= 1.00
717,0,0,0.7585071350164654,0.0127,fixed_acidity > 13.12,residual_sugar <= 4.10,9.50 < alcohol <= 12.60,1.00 < density <= 1.00
804,0,0,0.9415041782729805,0.0126,11.00 < alcohol <= 12.60,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,density <= 1.00
721,1,1,0.7316017316017316,0.0126,residual_sugar > 11.50,alcohol <= 11.00,7.10 < fixed_acidity <= 13.12,1.00 < density <= 1.00
642,0,0,0.9289340101522843,0.0126,11.00 < alcohol <= 12.60,residual_sugar <= 7.55,fixed_acidity > 13.12,1.00 < density <= 1.00
479,0,2,0.9591836734693877,0.0126,residual_sugar > 11.50,alcohol > 12.60,fixed_acidity > 13.12,density <= 1.00
104,0,0,0.7277657266811279,0.0126,11.00 < alcohol <= 12.60,residual_sugar <= 4.10,fixed_acidity > 7.10,density > 1.00
86,0,1,0.853021978021978,0.0126,7.55 < residual_sugar <= 11.50,11.00 < alcohol <= 12.60,7.10 < fixed_acidity <= 10.40,density > 0.99
35,1,2,0.8652931854199684,0.0126,alcohol <= 9.50,4.10 < residual_sugar <= 7.55,10.40 < fixed_acidity <= 13.12,density <= 1.00
880,0,0,0.9085487077534792,0.0125,alcohol > 12.60,7.55 < residual_sugar <= 11.50,7.10 < fixed_acidity <= 10.40,density > 0.99
720,2,2,0.9411764705882353,0.0125,residual_sugar > 11.50,fixed_acidity > 13.12,alcohol > 12.60,density <= 1.00
486,1,2,0.7497879558948262,0.0125,alcohol > 12.60,fixed_acidity > 13.12,residual_sugar <= 4.10,density <= 1.00
362,2,0,0.7564422277639236,0.0125,11.00 < alcohol <= 12.60,residual_sugar <= 7.55,fixed_acidity <= 7.10,density > 1.00
351,1,0,0.5734767025089605,0.0125,alcohol > 12.60,7.55 < residual_sugar <= 11.50,density > 1.00,7.10 < fixed_acidity <= 13.12
788,0,1,0.8133484162895928,0.0124,7.55 < residual_sugar <= 11.50,9.50 < alcohol <= 12.60,7.10 < fixed_acidity <= 10.40,0.99 < density <= 1.00
635,0,2,0.9368131868131868,0.0124,residual_sugar > 11.50,fixed_acidity > 13.12,alcohol > 12.60,density <= 1.00
589,0,0,0.6872074882995319,0.0124,alcohol > 11.00,residual_sugar <= 4.10,fixed_acidity > 13.12,0.99 < density <= 1.00
142,1,2,0.9212410501193318,0.0124,residual_sugar > 11.50,alcohol > 12.60,fixed_acidity > 13.12,density <= 1.00
844,1,1,0.643687707641196,0.0123,11.00 < alcohol <= 12.60,7.10 < fixed_acidity <= 13.12,4.10 < residual_sugar <= 11.50,0.99 < density <= 1.00
491,2,2,0.6415362731152204,0.0123,alcohol <= 9.50,4.10 < residual_sugar <= 7.55,fixed_acidity <= 13.12,1.00 < density <= 1.00
826,0,1,0.8313008130081301,0.0122,residual_sugar > 11.50,alcohol <= 12.60,10.40 < fixed_acidity <= 13.12,1.00 < density <= 1.00
127,1,1,0.8439620081411127,0.0122,7.55 < residual_sugar <= 11.50,11.00 < alcohol <= 12.60,7.10 < fixed_acidity <= 10.40,density <= 1.00
942,0,0,0.7577639751552795,0.0121,11.00 < alcohol <= 12.60,residual_sugar <= 7.55,fixed_acidity <= 7.10,density > 1.00
297,0,1,0.7161290322580646,0.0121,alcohol <= 9.50,residual_sugar > 7.55,7.10 < fixed_acidity <= 13.12,1.00 < density <= 1.00
174,1,1,0.5213720316622691,0.0121,alcohol <= 9.50,fixed_acidity <= 7.10,0.99 < density <= 1.00,residual_sugar <= 7.55
919,1,2,0.6746666666666666,0.012,alcohol <= 11.00,residual_sugar <= 4.10,7.10 < fixed_acidity <= 13.12,0.99 < density <= 1.00
873,1,2,0.9567099567099567,0.012,residual_sugar > 11.50,fixed_acidity > 13.12,alcohol > 12.60,density <= 1.00
727,0,2,0.7172351885098743,0.012,alcohol <= 9.50,residual_sugar <= 4.10,fixed_acidity > 7.10,0.99 < density <= 1.00
196,2,2,0.5304922850844966,0.012,residual_sugar > 11.50,7.10 < fixed_acidity <= 10.40,0.99 < density <= 1.00,alcohol <= 11.00
872,1,2,0.8792048929663608,0.0119,9.50 < alcohol <= 11.00,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,density <= 1.00
122,2,2,0.4444444444444444,0.0119,alcohol > 12.60,residual_sugar > 4.10,density <= 0.99,fixed_acidity <= 7.10
909,0,2,0.8212083847102343,0.0118,alcohol <= 9.50,residual_sugar <= 4.10,10.40 < fixed_acidity <= 13.12,density <= 1.00
774,0,0,0.7377398720682303,0.0118,11.00 < alcohol <= 12.60,residual_sugar <= 4.10,density > 1.00,fixed_acidity > 7.10
513,2,1,0.5316552250190694,0.0118,alcohol <= 9.50,fixed_acidity <= 7.10,density > 1.00,residual_sugar <= 7.55
222,0,1,0.8081264108352144,0.0118,residual_sugar > 11.50,alcohol <= 12.60,10.40 < fixed_acidity <= 13.12,1.00 < density <= 1.00
926,0,2,0.8670360110803325,0.0117,4.10 < residual_sugar <= 7.55,9.50 < alcohol <= 11.00,fixed_acidity <= 7.10,density <= 1.00
862,1,2,0.5372645372645373,0.0117,residual_sugar > 11.50,7.10 < fixed_acidity <= 10.40,0.99 < density <= 1.00,alcohol <= 11.00
745,2,2,0.9479166666666666,0.0117,9.50 < alcohol <= 11.00,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,density <= 1.00
885,2,0,0.935656836461126,0.0116,11.00 < alcohol <= 12.60,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,density <= 1.00
356,2,2,0.9274193548387096,0.0115,residual_sugar > 11.50,fixed_acidity > 13.12,alcohol > 12.60,density <= 1.00
97,2,2,0.8050541516245487,0.0115,residual_sugar > 11.50,alcohol > 11.00,fixed_acidity > 10.40,density <= 0.99
671,0,1,0.7497708524289642,0.0114,10.40 < fixed_acidity <= 13.12,residual_sugar > 4.10,9.50 < alcohol <= 11.00,1.00 < density <= 1.00
536,0,0,0.7236580516898609,0.0114,11.00 < alcohol <= 12.60,residual_sugar <= 4.10,density > 1.00,fixed_acidity > 7.10
385,2,2,0.8428571428571429,0.0114,alcohol <= 9.50,4.10 < residual_sugar <= 7.55,10.40 < fixed_acidity <= 13.12,density <= 1.00
997,1,0,0.6746411483253588,0.0113,alcohol > 12.60,4.10 < residual_sugar <= 11.50,fixed_acidity <= 7.10,density <= 0.99
211,1,0,0.9003378378378378,0.0112,alcohol > 12.60,7.10 < fixed_acidity <= 10.40,7.55 < residual_sugar <= 11.50,density > 0.99
77,0,0,0.9331395348837209,0.0112,11.00 < alcohol <= 12.60,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,density <= 1.00
6,0,0,0.6313559322033898,0.0112,alcohol > 12.60,fixed_acidity <= 7.10,4.10 < residual_sugar <= 11.50,density <= 0.99
734,0,0,0.719811320754717,0.0111,11.00 < alcohol <= 12.60,residual_sugar <= 4.10,density > 1.00,fixed_acidity > 7.10
552,2,2,0.5597989949748744,0.0111,alcohol <= 9.50,7.10 < fixed_acidity <= 10.40,residual_sugar <= 11.50,density <= 0.99
272,0,2,0.928388746803069,0.0111,residual_sugar > 11.50,alcohol > 12.60,fixed_acidity > 13.12,density <= 1.00
249,0,0,0.9287531806615776,0.0111,11.00 < alcohol <= 12.60,residual_sugar <= 7.55,fixed_acidity > 13.12,density <= 0.99
823,1,2,0.8401697312588402,0.011,alcohol <= 9.50,residual_sugar <= 4.10,10.40 < fixed_acidity <= 13.12,density <= 1.00
699,1,0,0.9413680781758957,0.011,11.00 < alcohol <= 12.60,residual_sugar <= 7.55,fixed_acidity > 13.12,0.99 < density <= 1.00
339,0,0,0.9160714285714285,0.011,11.00 < alcohol <= 12.60,residual_sugar <= 7.55,fixed_acidity > 13.12,density <= 0.99
240,1,1,0.7319371727748691,0.011,10.40 < fixed_acidity <= 13.12,residual_sugar > 4.10,9.50 < alcohol <= 11.00,density <= 0.99
965,0,2,0.875,0.0109,9.50 < alcohol <= 11.00,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,density > 1.00
946,1,1,0.8720379146919431,0.0109,7.55 < residual_sugar <= 11.50,11.00 < alcohol <= 12.60,7.10 < fixed_acidity <= 10.40,density > 0.99
930,0,0,0.7713139418254764,0.0109,11.00 < alcohol <= 12.60,residual_sugar <= 7.55,fixed_acidity <= 7.10,density > 1.00
662,1,2,0.8358413132694938,0.0109,alcohol <= 9.50,4.10 < residual_sugar <= 7.55,10.40 < fixed_acidity <= 13.12,density <= 1.00
644,0,2,0.742735648476258,0.0109,alcohol > 12.60,fixed_acidity > 13.12,residual_sugar <= 4.10,density > 1.00
447,2,2,0.9203354297693921,0.0109,residual_sugar > 11.50,fixed_acidity > 13.12,alcohol > 12.60,density <= 1.00
363,2,2,0.6193737769080235,0.0109,alcohol <= 9.50,residual_sugar <= 4.10,0.99 < density <= 1.00,fixed_acidity <= 13.12
153,0,1,0.6006074411541382,0.0109,7.55 < residual_sugar <= 11.50,fixed_acidity > 13.12,density <= 1.00,alcohol > 11.00
76,2,1,0.7015329125338142,0.0109,alcohol <= 9.50,residual_sugar > 7.55,7.10 < fixed_acidity <= 13.12,1.00 < density <= 1.00
43,1,2,0.6117073170731707,0.0109,alcohol <= 9.50,residual_sugar <= 4.10,0.99 < density <= 1.00,fixed_acidity <= 13.12
539,1,1,0.5429497568881686,0.0108,alcohol <= 9.50,fixed_acidity <= 7.10,residual_sugar <= 7.55,density > 1.00
266,1,2,0.9084821428571429,0.0107,residual_sugar > 11.50,fixed_acidity > 13.12,11.00 < alcohol <= 12.60,density > 1.00
138,0,0,0.9124087591240876,0.0107,alcohol > 11.00,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,0.99 < density <= 1.00
229,2,2,0.9188405797101449,0.0106,residual_sugar > 11.50,fixed_acidity > 13.12,alcohol > 11.00,0.99 < density <= 1.00
515,2,2,0.7103064066852368,0.0105,alcohol <= 11.00,residual_sugar <= 4.10,10.40 < fixed_acidity <= 13.12,density <= 0.99
972,0,0,0.9601769911504425,0.0104,residual_sugar <= 7.55,11.00 < alcohol <= 12.60,fixed_acidity > 13.12,density <= 0.99
666,2,2,0.9465648854961832,0.0104,residual_sugar > 11.50,alcohol > 12.60,fixed_acidity > 13.12,density <= 1.00
647,0,0,0.7976804123711341,0.0104,4.10 < residual_sugar <= 7.55,alcohol > 12.60,fixed_acidity <= 10.40,1.00 < density <= 1.00
190,2,2,0.7406659939455096,0.0104,alcohol > 12.60,fixed_acidity > 13.12,residual_sugar <= 4.10,density <= 1.00
81,0,2,0.5409594095940959,0.0104,residual_sugar > 11.50,0.99 < density <= 1.00,7.10 < fixed_acidity <= 10.40,alcohol <= 11.00
852,0,1,0.8652561247216035,0.0103,7.55 < residual_sugar <= 11.50,11.00 < alcohol <= 12.60,7.10 < fixed_acidity <= 10.40,density > 1.00
404,0,2,0.7189542483660131,0.0103,residual_sugar > 11.50,fixed_acidity > 13.12,1.00 < density <= 1.00,
331,2,2,0.7116357504215851,0.0103,alcohol <= 11.00,residual_sugar <= 4.10,10.40 < fixed_acidity <= 13.12,1.00 < density <= 1.00
84,2,0,0.8146811070998796,0.0103,11.00 < alcohol <= 12.60,residual_sugar <= 4.10,1.00 < density <= 1.00,fixed_acidity > 10.40
810,1,0,0.9252873563218391,0.0102,alcohol > 11.00,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,0.99 < density <= 1.00
132,2,0,0.7633674630261661,0.0102,alcohol > 12.60,7.10 < fixed_acidity <= 10.40,residual_sugar > 7.55,density <= 0.99
310,0,1,0.5385312783318223,0.0101,alcohol <= 9.50,fixed_acidity <= 7.10,density <= 0.99,residual_sugar <= 7.55
223,2,2,0.6203605514316013,0.0101,alcohol <= 9.50,4.10 < residual_sugar <= 7.55,fixed_acidity <= 13.12,density <= 0.99
1,1,1,0.5883014623172104,0.0101,10.40 < fixed_acidity <= 13.12,density <= 0.99,alcohol > 12.60,residual_sugar <= 7.55
966,0,0,0.6617250673854448,0.01,alcohol > 12.60,4.10 < residual_sugar <= 11.50,fixed_acidity <= 7.10,density <= 0.99
780,1,0,0.9090909090909091,0.01,alcohol > 12.60,7.55 < residual_sugar <= 11.50,7.10 < fixed_acidity <= 10.40,density <= 1.00
593,2,0,0.8277202072538861,0.01,11.00 < alcohol <= 12.60,residual_sugar <= 4.10,1.00 < density <= 1.00,fixed_acidity > 10.40
525,2,2,0.7871033776867963,0.01,alcohol <= 9.50,residual_sugar <= 4.10,7.10 < fixed_acidity <= 13.12,1.00 < density <= 1.00
382,0,1,0.8758256274768824,0.01,7.55 < residual_sugar <= 11.50,11.00 < alcohol <= 12.60,7.10 < fixed_acidity <= 10.40,density > 1.00
730,2,2,0.5359565807327001,0.0099,7.55 < residual_sugar <= 11.50,alcohol > 11.00,fixed_acidity <= 7.10,1.00 < density <= 1.00
507,2,0,0.7480694980694981,0.0099,11.00 < alcohol <= 12.60,residual_sugar <= 7.55,fixed_acidity <= 7.10,density <= 0.99
5,2,2,0.7295719844357976,0.0098,alcohol <= 11.00,residual_sugar <= 4.10,10.40 < fixed_acidity <= 13.12,density <= 0.99
864,1,1,0.6036931818181818,0.0097,7.55 < residual_sugar <= 11.50,alcohol <= 9.50,fixed_acidity > 10.40,0.99 < density <= 1.00
712,0,0,0.9292682926829269,0.0097,11.00 < alcohol <= 12.60,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,density <= 1.00
263,2,1,0.600375234521576,0.0097,10.40 < fixed_acidity <= 13.12,density <= 0.99,alcohol > 12.60,residual_sugar <= 7.55
878,0,2,0.7420901246404602,0.0096,residual_sugar > 11.50,fixed_acidity > 13.12,alcohol > 9.50,density > 1.00
682,1,2,0.9382151029748284,0.0096,residual_sugar > 11.50,alcohol > 12.60,fixed_acidity > 13.12,density <= 1.00
482,0,0,0.9142300194931774,0.0096,alcohol > 11.00,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,1.00 < density <= 1.00
429,1,2,0.9545454545454546,0.0096,9.50 < alcohol <= 11.00,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,0.99 < density <= 1.00
275,2,1,0.6431146359048305,0.0096,fixed_acidity > 10.40,4.10 < residual_sugar <= 7.55,alcohol > 12.60,density <= 1.00
187,1,2,0.7444029850746269,0.0096,alcohol <= 9.50,residual_sugar <= 4.10,fixed_acidity > 10.40,1.00 < density <= 1.00
18,1,1,0.5368217054263565,0.0096,alcohol <= 9.50,fixed_acidity <= 7.10,residual_sugar <= 7.55,density <= 0.99
65,0,0,0.9368131868131868,0.0095,alcohol > 11.00,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,density <= 0.99
917,2,0,0.9367469879518072,0.0094,alcohol > 11.00,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,1.00 < density <= 1.00
649,1,2,0.7077551020408164,0.0094,alcohol <= 9.50,residual_sugar <= 4.10,fixed_acidity > 10.40,density <= 0.99
578,1,2,0.8465408805031447,0.0094,9.50 < alcohol <= 11.00,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,0.99 < density <= 1.00
544,0,0,0.750501002004008,0.0094,11.00 < alcohol <= 12.60,residual_sugar <= 7.55,fixed_acidity <= 7.10,density <= 0.99
708,0,0,0.9475218658892128,0.0093,11.00 < alcohol <= 12.60,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,density > 1.00
52,2,2,0.8365853658536585,0.0093,alcohol <= 9.50,residual_sugar <= 7.55,10.40 < fixed_acidity <= 13.12,density <= 0.99
705,1,1,0.7920433996383364,0.0092,7.55 < residual_sugar <= 11.50,11.00 < alcohol <= 12.60,fixed_acidity > 13.12,density > 0.99
443,0,0,0.8056537102473498,0.0092,11.00 < alcohol <= 12.60,residual_sugar <= 4.10,density <= 0.99,fixed_acidity > 10.40
63,0,1,0.5767326732673267,0.0092,density <= 0.99,10.40 < fixed_acidity <= 13.12,alcohol > 12.60,residual_sugar <= 7.55
16,2,2,0.6982248520710059,0.0092,alcohol <= 9.50,residual_sugar <= 7.55,fixed_acidity > 10.40,density > 1.00
661,2,2,0.8436724565756824,0.0091,alcohol <= 9.50,4.10 < residual_sugar <= 7.55,10.40 < fixed_acidity <= 13.12,density <= 1.00
600,0,1,0.5209542230818827,0.0091,alcohol <= 9.50,10.40 < fixed_acidity <= 13.12,density > 1.00,
422,0,0,0.7481481481481481,0.009,11.00 < alcohol <= 12.60,4.10 < residual_sugar <= 7.55,density <= 0.99,fixed_acidity <= 10.40
392,0,0,0.8691275167785235,0.009,alcohol > 12.60,7.55 < residual_sugar <= 11.50,7.10 < fixed_acidity <= 10.40,density <= 1.00
739,2,2,0.688715953307393,0.0089,alcohol <= 9.50,residual_sugar <= 4.10,fixed_acidity > 7.10,density > 1.00
700,2,2,0.8683834048640916,0.0089,density <= 1.00,9.50 < alcohol <= 11.00,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10
235,2,2,0.5241610738255034,0.0089,1.00 < density <= 1.00,7.55 < residual_sugar <= 11.50,alcohol > 11.00,fixed_acidity <= 7.10
69,1,0,0.7472194135490394,0.0088,11.00 < alcohol <= 12.60,4.10 < residual_sugar <= 7.55,density <= 0.99,fixed_acidity <= 10.40
683,2,2,0.7131072410632447,0.0087,alcohol <= 9.50,residual_sugar <= 4.10,fixed_acidity > 10.40,density <= 0.99
581,1,0,0.9267015706806283,0.0087,alcohol > 11.00,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,density <= 0.99
369,1,1,0.6712580348943985,0.0087,4.10 < residual_sugar <= 7.55,10.40 < fixed_acidity <= 13.12,density > 1.00,alcohol > 11.00
882,2,2,0.7804323094425484,0.0086,alcohol <= 9.50,residual_sugar <= 4.10,7.10 < fixed_acidity <= 13.12,1.00 < density <= 1.00
628,2,2,0.4213381555153707,0.0086,residual_sugar > 7.55,9.50 < alcohol <= 11.00,1.00 < density <= 1.00,7.10 < fixed_acidity <= 10.40
603,1,2,0.7424892703862661,0.0086,alcohol > 12.60,fixed_acidity > 13.12,residual_sugar <= 4.10,density > 1.00
508,0,0,0.7655935613682092,0.0086,9.50 < alcohol <= 12.60,4.10 < residual_sugar <= 7.55,fixed_acidity > 13.12,density <= 0.99
387,0,2,0.7443419949706622,0.0086,alcohol > 12.60,fixed_acidity > 13.12,residual_sugar <= 4.10,density <= 0.99
340,2,2,0.6152777777777778,0.0086,9.50 < alcohol <= 11.00,fixed_acidity <= 7.10,density > 1.00,4.10 < residual_sugar <= 11.50
252,1,2,0.8529411764705882,0.0086,alcohol <= 9.50,residual_sugar <= 4.10,10.40 < fixed_acidity <= 13.12,density <= 1.00
838,0,0,0.75,0.0085,11.00 < alcohol <= 12.60,4.10 < residual_sugar <= 7.55,density > 1.00,fixed_acidity <= 10.40
800,2,2,0.9065040650406504,0.0085,residual_sugar > 11.50,fixed_acidity > 13.12,11.00 < alcohol <= 12.60,density > 1.00
612,1,2,0.9366197183098591,0.0085,residual_sugar > 11.50,alcohol > 12.60,fixed_acidity > 13.12,0.99 < density <= 1.00
731,0,1,0.5743801652892562,0.0084,10.40 < fixed_acidity <= 13.12,density <= 0.99,alcohol > 12.60,residual_sugar <= 7.55
309,2,2,0.5349344978165939,0.0084,7.55 < residual_sugar <= 11.50,alcohol > 11.00,fixed_acidity <= 7.10,1.00 < density <= 1.00
927,0,0,0.8977469670710572,0.0083,alcohol > 12.60,7.10 < fixed_acidity <= 10.40,7.55 < residual_sugar <= 11.50,density > 1.00
457,0,1,0.5786686838124054,0.0083,10.40 < fixed_acidity <= 13.12,density <= 0.99,alcohol > 12.60,residual_sugar <= 7.55
305,2,2,0.8349056603773585,0.0083,alcohol <= 9.50,residual_sugar <= 4.10,10.40 < fixed_acidity <= 13.12,0.99 < density <= 1.00
230,0,0,0.7422334172963896,0.0083,11.00 < alcohol <= 12.60,4.10 < residual_sugar <= 7.55,0.99 < density <= 1.00,fixed_acidity <= 10.40
67,2,1,0.6159334126040428,0.0083,alcohol <= 9.50,7.55 < residual_sugar <= 11.50,fixed_acidity > 7.10,1.00 < density <= 1.00
961,0,0,0.8985200845665962,0.0082,alcohol > 12.60,7.10 < fixed_acidity <= 10.40,7.55 < residual_sugar <= 11.50,density > 1.00
905,0,2,0.8952042628774423,0.0082,residual_sugar > 11.50,fixed_acidity > 13.12,11.00 < alcohol <= 12.60,density > 1.00
801,1,0,0.7630619684082625,0.0082,fixed_acidity > 13.12,residual_sugar <= 4.10,9.50 < alcohol <= 12.60,density > 1.00
738,2,2,0.8675623800383877,0.0082,9.50 < alcohol <= 11.00,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,0.99 < density <= 1.00
652,2,2,0.774054054054054,0.0082,alcohol <= 9.50,residual_sugar <= 4.10,7.10 < fixed_acidity <= 13.12,density > 1.00
384,2,0,0.8930581613508443,0.0082,alcohol > 12.60,7.55 < residual_sugar <= 11.50,7.10 < fixed_acidity <= 10.40,density > 1.00
842,1,1,0.7255700325732899,0.0081,10.40 < fixed_acidity <= 13.12,4.10 < residual_sugar <= 7.55,11.00 < alcohol <= 12.60,
93,0,1,0.714975845410628,0.0081,10.40 < fixed_acidity <= 13.12,4.10 < residual_sugar <= 7.55,11.00 < alcohol <= 12.60,
749,1,2,0.6272727272727273,0.008,9.50 < alcohol <= 11.00,fixed_acidity <= 7.10,4.10 < residual_sugar <= 11.50,density > 1.00
464,0,0,0.8314606741573034,0.008,residual_sugar <= 4.10,11.00 < alcohol <= 12.60,fixed_acidity > 10.40,density <= 0.99
444,1,1,0.8355437665782494,0.008,7.55 < residual_sugar <= 11.50,11.00 < alcohol <= 12.60,7.10 < fixed_acidity <= 13.12,0.99 < density <= 1.00
159,0,2,0.5128919860627178,0.008,residual_sugar > 11.50,7.10 < fixed_acidity <= 10.40,1.00 < density <= 1.00,alcohol <= 11.00
135,0,0,0.8761061946902655,0.008,alcohol > 12.60,7.10 < fixed_acidity <= 10.40,7.55 < residual_sugar <= 11.50,density > 1.00
128,0,0,0.7371663244353183,0.008,11.00 < alcohol <= 12.60,4.10 < residual_sugar <= 7.55,density <= 0.99,fixed_acidity <= 10.40
24,2,1,0.5522703273495249,0.008,10.40 < fixed_acidity <= 13.12,0.99 < density <= 1.00,alcohol > 12.60,residual_sugar <= 7.55
794,1,1,0.7521186440677966,0.0079,residual_sugar > 11.50,11.00 < alcohol <= 12.60,fixed_acidity <= 7.10,density > 1.00
321,0,2,0.8380843785632839,0.0079,alcohol <= 9.50,residual_sugar <= 4.10,10.40 < fixed_acidity <= 13.12,0.99 < density <= 1.00
234,1,2,0.554925584691708,0.0079,residual_sugar > 11.50,density > 1.00,7.10 < fixed_acidity <= 10.40,alcohol <= 11.00
41,2,2,0.8280839895013123,0.0079,alcohol <= 9.50,residual_sugar <= 4.10,10.40 < fixed_acidity <= 13.12,density <= 1.00
315,2,2,0.8466757123473542,0.0078,alcohol <= 9.50,residual_sugar <= 7.55,10.40 < fixed_acidity <= 13.12,1.00 < density <= 1.00
120,1,1,0.5849557522123894,0.0078,10.40 < fixed_acidity <= 13.12,density <= 0.99,alcohol > 12.60,residual_sugar <= 7.55
7,0,2,0.7185595567867036,0.0078,fixed_acidity > 13.12,alcohol > 12.60,residual_sugar <= 4.10,density <= 0.99
2,2,2,0.8368298368298368,0.0078,alcohol <= 9.50,residual_sugar <= 4.10,10.40 < fixed_acidity <= 13.12,density <= 1.00
828,1,0,0.9265232974910395,0.0077,alcohol > 11.00,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,1.00 < density <= 1.00
686,2,0,0.9301587301587302,0.0077,11.00 < alcohol <= 12.60,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,density > 1.00
